VARIABLES = "Iteration", "EXP[Density]", "DEV[Density]"
ZONE T="RPROP"
1	243.32	7.07655431
2	243.24	7.077839692
3	243.15	7.0793959831
4	243.03	7.0812960038
5	242.89	7.0836358462
6	242.73	7.0865256
7	242.53	7.0900604737
8	242.29	7.0944355416
9	242.00	7.0998868213
10	241.65	7.1067405589
11	241.23	7.1153586601
12	240.72	7.1263901238
13	240.11	7.1402225941
14	239.38	7.1573397988
15	238.50	7.1786808686
16	237.45	7.2042129048
17	236.19	7.2290048661
18	234.74	7.2599667435
19	233.06	7.300482929
20	231.17	7.3629435251
21	229.04	7.464812803
22	226.66	7.6181472726
23	224.02	7.8334652465
24	221.09	8.0992825596
25	217.85	8.4223863572
26	214.29	8.8079778006
27	210.36	9.2828687951
28	206.04	9.8537277074
29	201.29	10.5605236614
30	196.04	11.4242554055
31	190.33	12.3422762191
32	184.07	13.3702319131
33	177.18	14.5357427292
34	169.61	15.8258392305
35	161.32	17.226844548
36	152.24	18.7216895679
37	142.27	20.3216398219
38	131.35	22.064898832
39	119.39	23.9066215888
40	106.32	25.8282139308
41	92.11	27.7728932078
42	76.70	29.6275753693
43	60.09	31.2127050444
44	42.28	32.422678773
45	23.30	33.1385824714
46	3.23	33.2945457667
47	-17.85	32.8980958691
48	-39.76	32.0757947777
49	-62.28	31.0187317364
50	-85.27	29.9780500087
51	-108.55	29.1518506028
52	-131.97	28.6540348211
53	-155.42	28.6508852079
54	-178.72	29.2501199293
55	-201.73	30.4748819091
56	-224.34	32.3115977817
57	-246.45	34.6604637899
58	-268.01	37.3037623701
59	-288.86	40.0781299605
60	-309.06	42.7954983336
61	-328.60	45.3419214225
62	-347.58	47.6709066221
63	-365.98	49.8235067138
64	-383.88	51.8540515052
65	-401.24	53.8176571357
66	-418.06	55.7556740365
67	-434.39	57.6718343648
68	-450.19	59.59713847
69	-465.51	61.4640580885
70	-480.31	63.2253867212
71	-494.55	64.8371066749
72	-508.17	66.2552825939
73	-521.22	67.5285723547
74	-533.62	68.6070896655
75	-545.37	69.5638052017
76	-556.53	70.3634786242
77	-567.20	71.0955318227
78	-577.34	71.7109831016
79	-586.99	72.2385980227
80	-596.19	72.6463031856
81	-604.96	72.9956032204
82	-613.34	73.305550884
83	-621.38	73.5475293325
84	-629.06	73.6993537482
85	-636.44	73.748999595
86	-643.55	73.6647297877
87	-650.38	73.5047438098
88	-657.06	73.3048522545
89	-663.56	73.0932639839
90	-669.87	72.8453771732
91	-676.03	72.533522329
92	-682.07	72.1819725443
93	-688.05	71.7239704251
94	-693.96	71.2022851883
95	-699.82	70.580213531
96	-705.63	69.8331622265
97	-711.38	69.0204309001
98	-717.13	68.1563056384
99	-722.83	67.2461788699
100	-728.50	66.3109228379
101	-734.09	65.3663426048
102	-739.58	64.4119587554
103	-744.99	63.4384712987
104	-750.25	62.4308875838
105	-755.47	61.4067912485
106	-760.57	60.3392956003
107	-765.66	59.2231615246
108	-770.66	58.0685797775
109	-775.61	56.8840240966
110	-780.51	55.6709948955
111	-785.41	54.4021507681
