0	 -4.971289e-01 	 	-2.878675e+01 	-2.682455e+01 	-4.119143e+01 	-4.179077e+01 	-2.429428e+01 	-3.555061e+01 	-2.882527e+01 	-1.390889e+01 	1.457214e+00 	-3.002058e+01 	-2.418002e+01 	-1.424545e+01 	-3.460413e+01 	-9.105150e-01 	1.888650e-01 	-2.861986e+01 	-3.940103e+01 	-3.539928e+01 	-2.317496e+01 	-3.597645e+01 	6.508041e-01 	-1.456636e+00 	-3.485552e+01 	-4.293444e+01 	-1.445464e+00 	-3.694178e+01 	-5.924300e+00 	-4.318167e+01 	-3.092078e+01 	-7.119145e+00 	-2.271912e+00 	-3.286750e+01 	-3.021856e+01 	-3.551917e+01 	-3.765143e+01 	-2.853200e+01 	-2.923797e+01 	-2.612565e+01 	-3.650246e+01 	-3.355784e+01 	-8.059187e-01 	1.671730e+00 	1.000000e+00 	1.000000e+00
1	 -2.968279e+00 	 	-3.441507e+01 	-5.000000e+01 	-1.218960e+01 	-2.742591e+01 	-4.818388e+01 	-5.000000e+01 	-2.296391e+00 	-5.000000e+01 	-3.680303e+01 	-3.732463e+01 	-8.315274e-01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-4.529588e+01 	-5.000000e+01 	-4.465196e-01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	9.583219e-01 	7.112532e-01 	-5.000000e+01 	-4.064401e+01 	-5.000000e+01 	-4.704796e+01 	-5.000000e+01 	-3.715091e+01 	-5.000000e+01 	-2.536170e+00 	-5.810896e+00 	-1.322773e+00 	-5.000000e+01 	-2.399339e+00 	-5.000000e+01 	-5.000000e+01 	-3.284351e+01 	-4.402507e+01 	-3.013665e+00 	-4.402695e+01 	-5.000000e+01 	8.169291e-01 	1.000000e+00 	1.000000e+00
2	 -9.995898e+00 	 	-5.000000e+01 	-5.000000e+01 	-2.301914e+01 	-5.000000e+01 	-5.000000e+01 	-2.615633e+00 	-5.000000e+01 	-1.472715e+01 	-5.000000e+01 	-3.618664e+00 	-5.000000e+01 	-6.760903e+00 	-5.000000e+01 	-5.000000e+01 	-3.208083e+00 	-5.000000e+01 	-2.007927e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	1.659099e+00 	-2.606035e+00 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-4.462269e+01 	-5.000000e+01 	-1.491785e+00 	-5.000000e+01 	-2.733172e+00 	-5.000000e+01 	-2.273523e+00 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-4.962691e+00 	-2.606856e+00 	-1.979760e+01 	-5.000000e+01 	-3.583813e+01 	2.417681e+00 	1.000000e+00 	1.000000e+00
3	 -3.297219e+00 	 	-4.008984e+01 	-5.000000e+01 	-4.770378e+01 	-4.235220e+01 	-5.000000e+01 	-9.292738e-01 	-4.234803e+01 	-5.000000e+01 	-1.578622e+00 	-1.264133e+01 	-5.000000e+01 	-4.232274e+01 	-4.504391e+01 	-4.714390e+01 	-4.962896e+01 	-2.279795e+00 	-4.777608e+01 	-5.000000e+01 	-5.000000e+01 	-1.760143e+01 	8.632081e-01 	-2.486516e-01 	-2.359636e+01 	-5.000000e+01 	-5.000000e+01 	-4.864694e+01 	-5.000000e+01 	-1.953324e+00 	-3.409611e+01 	-2.138336e+00 	-4.007973e+01 	-3.722661e+00 	-2.949031e+01 	-5.000000e+01 	-5.000000e+01 	-3.743089e+00 	-2.709009e+01 	-4.729587e+01 	-4.029442e+01 	-3.842198e+01 	-4.777880e+00 	2.060303e+00 	1.000000e+00 	1.000000e+00
4	 -1.640291e+01 	 	-2.244921e+01 	-2.295760e+01 	-2.440765e+01 	-3.567720e+01 	-2.344714e+01 	1.823206e+00 	-2.836596e+01 	-3.463974e+01 	-2.077380e+01 	-1.102399e+00 	-2.236481e+01 	-2.642082e+01 	-2.601655e+01 	-2.565586e+01 	-3.709557e+01 	-1.142486e+01 	-2.879218e+01 	-2.057208e+01 	-2.199052e+01 	-1.752868e+01 	6.327136e-01 	-2.841085e+00 	-2.206539e+00 	-2.978034e+01 	-2.833900e+01 	-1.935025e+01 	-1.770265e+01 	-3.632986e+01 	-2.040295e+01 	-2.902019e+01 	-2.765760e+01 	-6.537760e+00 	-3.405314e+01 	-3.498097e+01 	-5.481877e+00 	-3.775477e+01 	-3.285095e+01 	-1.266322e+00 	-3.450746e+01 	-1.974090e+01 	-2.130406e+01 	5.796291e+00 	1.000000e+00 	1.000000e+00
5	 3.279888e+00 	 	-4.647700e+01 	-1.589653e+00 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-1.558456e+01 	-2.820830e+00 	-5.000000e+01 	-5.000000e+01 	-2.929728e+01 	-3.650450e+01 	-3.738451e+01 	-5.000000e+01 	-5.000000e+01 	-4.921376e+01 	-1.268273e+01 	-5.000000e+01 	-5.000000e+01 	2.859702e+00 	-5.000000e+01 	5.520478e-01 	7.668990e-02 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-2.255821e+00 	-5.000000e+01 	-2.499279e+00 	-3.087776e+01 	-2.980265e+00 	-3.412564e+01 	-4.311756e+01 	-5.000000e+01 	-3.565547e+00 	-3.613993e+01 	-4.509612e+01 	-4.533191e+01 	-3.327634e+01 	-5.000000e+01 	1.372025e+00 	1.000000e+00 	1.066330e+00
6	 -1.677777e+01 	 	-3.481225e+01 	-3.566721e+01 	-3.035248e+01 	-3.379325e+01 	-2.893253e+01 	-3.783122e+01 	-3.203686e+01 	-3.425655e+01 	-3.672264e+01 	4.141338e-01 	-3.102582e+01 	-3.090816e+01 	-1.935886e+01 	-2.995513e+01 	-3.472166e+01 	-3.217999e+01 	-3.224030e+01 	-4.171532e+01 	-1.103457e+01 	-3.501401e+01 	1.252995e-01 	-2.976756e+00 	-1.865128e+00 	-3.257772e+01 	-3.332088e+01 	-3.625417e+01 	-3.029257e+01 	-3.584487e+01 	-2.996041e+01 	-3.079517e+01 	-2.767691e+01 	-1.429391e+00 	-2.912675e+01 	-3.507365e+01 	-7.147697e+00 	-3.693954e+01 	-3.329129e+01 	-1.281131e+00 	-2.941514e+01 	-2.681356e+01 	-3.078542e+01 	3.562521e+00 	1.000000e+00 	1.000000e+00
7	 8.813282e+00 	 	-1.216055e+01 	-1.743199e+01 	-1.237275e+01 	-1.119959e+01 	-1.373847e+01 	-1.316089e+01 	-1.322337e+01 	-2.507794e+00 	-7.116009e+00 	-7.753547e+00 	-1.675089e+01 	-8.081724e+00 	-5.636741e+00 	-7.914177e+00 	-4.809294e+00 	-1.849774e+01 	-1.136151e+01 	-1.528463e+01 	-1.503480e+01 	-1.895852e+01 	0.000000e+00 	-1.231397e+00 	-2.861804e+01 	-1.887173e+01 	-3.671080e+00 	-1.550850e+01 	-1.902570e+01 	-5.010285e+00 	-3.103046e+00 	-2.472544e+01 	-2.309314e+01 	-1.389677e+00 	-4.223829e-01 	-1.602721e+01 	-1.643489e+01 	-2.907334e+01 	-2.290422e+01 	-1.590701e+00 	-1.758997e+01 	-2.275030e+01 	-2.886793e+01 	1.761793e+00 	1.000000e+00 	1.000000e+00
8	 -1.239267e+00 	 	-2.959318e+00 	-4.115310e+00 	-1.237735e+01 	-1.305339e+00 	2.702245e-01 	-9.370152e+00 	-7.203417e+00 	-4.577326e+00 	-1.859520e+01 	-5.236602e+00 	-3.740680e+00 	-9.687367e+00 	-1.319570e+01 	-3.286514e+00 	2.350552e+00 	6.985827e-01 	-8.852247e+00 	-1.016329e+01 	-1.683079e+01 	-1.037379e+01 	0.000000e+00 	-2.336656e+00 	-2.745135e+00 	-5.000000e+01 	-1.871378e+01 	-6.799846e+00 	-2.876892e-01 	-3.765702e+01 	-7.127259e+00 	-3.908242e+01 	-3.766163e+00 	-1.717627e+01 	-4.516152e+01 	-3.168509e+01 	-9.559602e+00 	-4.693639e+01 	-2.304370e+01 	-5.000000e+01 	-6.137345e+00 	-4.820935e+01 	-4.515087e+00 	6.886681e+00 	1.000000e+00 	1.000000e+00
9	 -6.667398e+00 	 	-1.725310e+01 	-1.738288e+01 	-1.994435e+01 	-1.558121e+01 	-2.126925e+01 	-1.389512e+01 	-1.392497e+01 	-2.375048e+01 	-5.933173e+00 	-1.780295e+00 	-2.655972e+01 	-2.062367e+01 	-1.723297e+01 	-1.286640e+01 	-2.092865e+00 	-8.808676e-01 	-2.295625e+01 	-8.924969e+00 	-2.029784e+01 	-1.125320e+01 	0.000000e+00 	-1.346551e+00 	-2.526595e+01 	-2.060822e+01 	-3.063412e+01 	-1.878119e+01 	-3.023621e+01 	-2.733581e+00 	-2.987519e+01 	-5.783419e+00 	-1.560614e+01 	-1.099230e+00 	-2.545936e+01 	-1.880710e+01 	-3.051994e+00 	-3.611536e+01 	-7.321084e+00 	-1.177981e+00 	-2.152483e+01 	-5.279352e+00 	-2.639578e+01 	2.363548e+00 	1.000000e+00 	1.000000e+00
