0	 -1.045572e+01 	0 	 	-5.000000e+01 	-4.920775e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-2.252125e+00 	-4.675718e+01 	-4.425485e+01 	-4.998703e+01 	-5.000000e+01 	-4.811030e+01 	-4.289638e+01 	-4.317447e+01 	-5.000000e+01 	-5.000000e+01 	-1.220467e+00 	-5.000000e+01 	-4.582880e+01 	-5.000000e+01 	-4.688046e+01 	3.450334e+00 	-2.249843e+00 	-5.000000e+01 	-5.000000e+01 	-4.147945e+01 	-5.000000e+01 	-4.720150e+01 	-1.870169e+00 	-5.000000e+01 	-6.409411e+00 	-4.992571e+01 	-4.765713e+01 	-5.000000e+01 	-4.439398e+00 	-4.884210e+01 	-9.222039e+00 	-4.166473e+01 	-3.268869e+00 	-6.016604e+00 	-4.269574e+01 	-4.056637e+01 	5.269421e+00 	1.000000e+00 	1.000000e+00
1	 -1.000084e+01 	0 	 	-2.540298e+00 	-1.446331e+01 	-8.876753e+00 	-2.856229e+00 	-1.490962e+01 	-8.494597e+00 	-1.698665e+01 	-4.153472e+00 	-9.699310e+00 	-4.490543e+00 	-8.998033e+00 	-1.303306e+01 	-9.553159e+00 	-1.453128e+01 	-8.565918e+00 	-1.579664e+01 	-1.198642e+01 	-1.486009e+01 	-3.559182e+00 	-1.699293e+01 	0.000000e+00 	-5.154208e+00 	-6.360528e+00 	-5.000000e+01 	-5.000000e+01 	-6.122695e+00 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.353367e+00 	-3.004579e+00 	-7.273051e+00 	-4.513186e+01 	-5.000000e+01 	-2.618467e+00 	-5.000000e+01 	-2.260264e+00 	-5.000000e+01 	-4.661960e+00 	-5.000000e+01 	1.079864e+01 	1.000000e+00 	1.000000e+00
2	 6.969738e+00 	0 	 	-9.750543e+00 	-3.434248e+00 	-4.487085e+00 	-8.919932e+00 	-2.913920e+00 	-8.467326e+00 	-3.419289e+00 	-6.497738e+00 	-1.538274e+00 	-1.146628e+01 	-3.493209e-01 	-1.190701e+01 	-7.363998e+00 	-8.967310e+00 	-9.223662e+00 	-1.289459e+01 	-1.563104e+01 	-4.903393e+00 	-2.472950e+00 	-1.326618e+01 	0.000000e+00 	-2.046340e+00 	-2.327545e+01 	-3.258315e+00 	-2.342336e+01 	-2.609976e+00 	-1.300001e+00 	-2.553177e+01 	-2.263245e+01 	-4.286722e+00 	-2.450268e+01 	-1.895900e+00 	-3.606443e+01 	-3.469061e+01 	-2.395461e+01 	-1.075147e+00 	-2.549906e+01 	-3.290041e+01 	-3.144117e+01 	-3.040588e+01 	-2.517403e+01 	2.038595e+00 	1.000000e+00 	1.000000e+00
3	 -1.983207e+00 	0 	 	-3.017831e+01 	-2.085374e+01 	-2.996926e+01 	-2.828419e+01 	-3.231315e+01 	-1.463674e+00 	-3.073989e+01 	-3.286889e+01 	-3.899333e+01 	-3.947304e+01 	-4.264901e+01 	1.585498e-01 	-3.782169e+01 	-3.297896e+01 	-3.659279e+01 	-3.499097e+01 	-2.681133e+01 	-4.104692e+01 	-2.804593e+01 	-3.292808e+01 	1.546791e-01 	-2.239306e+00 	-1.797448e+00 	-4.142896e+01 	-3.324188e+01 	-3.416806e+01 	-4.078864e+01 	-3.866671e+01 	-3.956977e+01 	-2.878328e+00 	-3.826633e+00 	-2.750279e+00 	-3.410475e+01 	-2.967516e+01 	-3.065374e+01 	-3.811099e+01 	-3.102873e+01 	-3.412924e+01 	-4.043822e+01 	-3.261923e+01 	-1.551048e+00 	2.999413e+00 	1.000000e+00 	1.000000e+00
4	 -2.015199e+01 	0 	 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	3.303557e+00 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-3.854760e+01 	-5.000000e+01 	-3.999640e+01 	-5.000000e+01 	-1.472657e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	1.659389e-02 	-3.560685e+00 	-2.609232e+00 	-7.065051e+00 	-5.000000e+01 	-1.914201e+01 	-5.000000e+01 	-5.236163e+00 	-7.773150e+00 	-5.626104e+00 	-2.751965e+00 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-4.954414e+01 	-2.960428e+00 	-7.675407e+00 	-5.000000e+01 	-5.000000e+01 	1.052634e+01 	1.000000e+00 	1.000000e+00
5	 -5.413435e-01 	0 	 	-4.805613e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-2.099669e+01 	-5.000000e+01 	-2.581417e+01 	-2.687476e+00 	-5.065270e-01 	-5.000000e+01 	-5.000000e+01 	-4.149012e+01 	-5.000000e+01 	-5.000000e+01 	-6.840340e-02 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	6.826551e-01 	3.090746e-01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-1.011075e+00 	-5.000000e+01 	-4.039945e+00 	-3.092200e+01 	-5.000000e+01 	-3.336258e+00 	-5.000000e+01 	-5.000000e+01 	-3.181862e+00 	-5.000000e+01 	-2.406268e+01 	-5.000000e+01 	-5.000000e+01 	-3.562935e+00 	-5.000000e+01 	1.354450e+00 	1.000000e+00 	1.000000e+00
6	 -3.249596e+00 	0 	 	-5.000000e+01 	-5.000000e+01 	-4.802350e+01 	-4.547249e+01 	3.566941e+00 	-3.471605e+01 	-2.993911e+01 	-4.323467e+01 	-7.705227e-01 	-4.911749e+01 	-3.933050e+01 	-4.472105e+01 	-5.000000e+01 	-5.000000e+01 	-4.103171e+01 	-4.287459e+01 	-3.729873e+01 	-4.402792e+01 	-3.760636e+01 	-5.000000e+01 	1.217599e-01 	-2.136804e+00 	-4.421902e+01 	-4.681973e+01 	-4.643378e+01 	-4.502945e+01 	-2.042367e+00 	-2.172065e+00 	-4.952980e+01 	-1.501650e+00 	-4.454807e+01 	-3.538895e+00 	-5.000000e+01 	-5.000000e+01 	-4.622348e+00 	-5.000000e+01 	-4.610050e+01 	-7.838840e+00 	-7.418106e+00 	-4.885998e+01 	-3.958979e+00 	2.573626e+00 	1.000000e+00 	1.000000e+00
7	 -5.368837e+00 	0 	 	-3.803216e+01 	-3.700073e-01 	-3.560888e+01 	-4.156626e-01 	-4.279181e+01 	-4.191111e+01 	-3.459085e+01 	-4.333510e+01 	-7.362222e-01 	-2.293461e+01 	-3.275961e+01 	-3.237109e+01 	-3.176445e+01 	-2.901035e+01 	-3.861327e+01 	-3.734611e+01 	-3.436502e+01 	-4.228390e+01 	-4.027875e+01 	-3.614155e+01 	3.629663e-01 	-1.406713e-01 	-2.822999e+01 	-3.702831e+01 	-3.687132e+01 	-2.195326e+01 	-2.086018e+00 	-3.080117e+00 	-3.337424e+01 	-3.567004e+00 	-3.885874e+01 	-3.845782e+00 	-3.228641e+01 	-2.388512e+01 	-2.867757e+01 	-2.961784e+01 	-2.422078e+01 	-3.785491e+01 	-5.130919e+00 	-3.342581e+01 	-5.603233e+00 	2.685416e+00 	1.000000e+00 	1.000000e+00
8	 -2.062077e+01 	0 	 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-9.392121e-01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-7.144473e-01 	-4.664824e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-9.070504e-01 	-3.802500e+01 	-5.000000e+01 	-5.000000e+01 	2.486668e-01 	-3.624881e+00 	-3.016544e+00 	-5.000000e+01 	-5.000000e+01 	-7.326066e+00 	-5.000000e+01 	-4.420195e+00 	-5.364622e+00 	-5.000000e+01 	-3.265830e+00 	-5.000000e+01 	-9.800547e+00 	-6.738968e+00 	-5.000000e+01 	-5.000000e+01 	-7.409590e+00 	-3.884480e+00 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	1.277094e+01 	1.000000e+00 	1.000000e+00
9	 -9.816724e-01 	0 	 	-4.698071e+01 	4.026737e-01 	-4.615174e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-4.446949e+01 	-5.000000e+01 	-1.807792e+00 	-5.000000e+01 	-5.000000e+01 	-4.588292e+01 	-5.000000e+01 	-5.000000e+01 	-6.467812e-01 	-4.604600e+01 	-5.000000e+01 	-5.000000e+01 	5.106949e-01 	-3.632922e+00 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-3.829858e+00 	-5.000000e+01 	-5.000000e+01 	-5.000000e+01 	-4.701633e+00 	-7.860714e+00 	-3.373072e+00 	-5.000000e+01 	-2.847882e+00 	-2.739089e+00 	-5.000000e+01 	-3.024087e+00 	7.297686e+00 	1.000000e+00 	1.000000e+00
