VARIABLES= "x" "y" 
ZONE T="f1"
I=40, J=1, K=1, F=POINT
-20   4.53999297625e-05
-19   0.000120362805167
-18   0.000303539138079
-17   0.000728152539089
-16   0.00166155727317
-15   0.00360656313602
-14   0.00744658307092
-13   0.0146253347096
-12   0.0273237224473
-11   0.04855782127
-10   0.0820849986239
-9   0.131993843188
-8   0.201896517995
-7   0.293757700324
-6   0.406569659741
-5   0.535261428519
-4   0.670320046036
-3   0.798516218759
-2   0.904837418036
-1   0.975309912028
0   1.0
1   0.975309912028
2   0.904837418036
3   0.798516218759
4   0.670320046036
5   0.535261428519
6   0.406569659741
7   0.293757700324
8   0.201896517995
9   0.131993843188
10   0.0820849986239
11   0.04855782127
12   0.0273237224473
13   0.0146253347096
14   0.00744658307092
15   0.00360656313602
16   0.00166155727317
17   0.000728152539089
18   0.000303539138079
19   0.000120362805167
