VARIABLES= "x" "y" "z"
ZONE T="f1"
I=40, J=20, K=1, F=POINT
-20   -10   6.14421235333e-06
-19   -10   7.46712877633e-06
-18   -10   8.98458703848e-06
-17   -10   1.07028553174e-05
-16   -10   1.26228739119e-05
-15   -10   1.47391992153e-05
-14   -10   1.70390975269e-05
-13   -10   1.95018738917e-05
-12   -10   2.20985182323e-05
-11   -10   2.47917406145e-05
-10   -10   2.75364493497e-05
-9   -10   3.02807003662e-05
-8   -10   3.29671152802e-05
-7   -10   3.5534731061e-05
-6   -10   3.79212089308e-05
-5   -10   4.0065297393e-05
-4   -10   4.19094172886e-05
-3   -10   4.34022185283e-05
-2   -10   4.45009509214e-05
-1   -10   4.51734966681e-05
0   -10   4.53999297625e-05
1   -10   4.51734966681e-05
2   -10   4.45009509214e-05
3   -10   4.34022185283e-05
4   -10   4.19094172886e-05
5   -10   4.0065297393e-05
6   -10   3.79212089308e-05
7   -10   3.5534731061e-05
8   -10   3.29671152802e-05
9   -10   3.02807003662e-05
10   -10   2.75364493497e-05
11   -10   2.47917406145e-05
12   -10   2.20985182323e-05
13   -10   1.95018738917e-05
14   -10   1.70390975269e-05
15   -10   1.47391992153e-05
16   -10   1.26228739119e-05
17   -10   1.07028553174e-05
18   -10   8.98458703848e-06
19   -10   7.46712877633e-06
-20   -9   4.10795552253e-05
-19   -9   4.99244347854e-05
-18   -9   6.00700005468e-05
-17   -9   7.15581608832e-05
-16   -9   8.43952025333e-05
-15   -9   9.85447301171e-05
-14   -9   0.000113921607457
-13   -9   0.000130387470267
-12   -9   0.000147748360232
-11   -9   0.000165754960789
-10   -9   0.000184105793668
-9   -9   0.000202453566287
-8   -9   0.00022041465283
-7   -9   0.000237581460908
-6   -9   0.000253537200035
-5   -9   0.000267872349168
-4   -9   0.000280201940129
-3   -9   0.000290182651641
-2   -9   0.000297528660442
-1   -9   0.000302025230312
0   -9   0.000303539138079
1   -9   0.000302025230312
2   -9   0.000297528660442
3   -9   0.000290182651641
4   -9   0.000280201940129
5   -9   0.000267872349168
6   -9   0.000253537200035
7   -9   0.000237581460908
8   -9   0.00022041465283
9   -9   0.000202453566287
10   -9   0.000184105793668
11   -9   0.000165754960789
12   -9   0.000147748360232
13   -9   0.000130387470267
14   -9   0.000113921607457
15   -9   9.85447301171e-05
16   -9   8.43952025333e-05
17   -9   7.15581608832e-05
18   -9   6.00700005468e-05
19   -9   4.99244347854e-05
-20   -8   0.000224867324179
-19   -8   0.000273283729577
-18   -8   0.000328820022814
-17   -8   0.000391705608124
-16   -8   0.000461974898782
-15   -8   0.000539428668393
-14   -8   0.000623600885999
-13   -8   0.00071373415278
-12   -8   0.000808766751124
-11   -8   0.000907333935277
-10   -8   0.00100778542905
-9   -8   0.00110822017112
-8   -8   0.00120653821396
-7   -8   0.00130050841826
-6   -8   0.00138784929484
-5   -8   0.00146631914704
-4   -8   0.00153381067932
-3   -8   0.00158844456908
-2   -8   0.00162865623479
-1   -8   0.0016532702217
0   -8   0.00166155727317
1   -8   0.0016532702217
2   -8   0.00162865623479
3   -8   0.00158844456908
4   -8   0.00153381067932
5   -8   0.00146631914704
6   -8   0.00138784929484
7   -8   0.00130050841826
8   -8   0.00120653821396
9   -8   0.00110822017112
10   -8   0.00100778542905
11   -8   0.000907333935277
12   -8   0.000808766751124
13   -8   0.00071373415278
14   -8   0.000623600885999
15   -8   0.000539428668393
16   -8   0.000461974898782
17   -8   0.000391705608124
18   -8   0.000328820022814
19   -8   0.000273283729577
-20   -7   0.00100778542905
-19   -7   0.00122477270395
-18   -7   0.00147366910235
-17   -7   0.00175550274272
-16   -7   0.00207042785464
-15   -7   0.00241755156736
-14   -7   0.00279478527504
-13   -7   0.00319873455164
-12   -7   0.00362464110897
-11   -7   0.00406638858088
-10   -7   0.00451658094261
-9   -7   0.00496669822844
-8   -7   0.00540732912644
-7   -7   0.00582847436401
-6   -7   0.00621990901594
-5   -7   0.00657158649493
-4   -7   0.0068740625575
-3   -7   0.00711891466406
-2   -7   0.00729913084679
-1   -7   0.00740944308291
0   -7   0.00744658307092
1   -7   0.00740944308291
2   -7   0.00729913084679
3   -7   0.00711891466406
4   -7   0.0068740625575
5   -7   0.00657158649493
6   -7   0.00621990901594
7   -7   0.00582847436401
8   -7   0.00540732912644
9   -7   0.00496669822844
10   -7   0.00451658094261
11   -7   0.00406638858088
12   -7   0.00362464110897
13   -7   0.00319873455164
14   -7   0.00279478527504
15   -7   0.00241755156736
16   -7   0.00207042785464
17   -7   0.00175550274272
18   -7   0.00147366910235
19   -7   0.00122477270395
-20   -6   0.00369786371648
-19   -6   0.00449405440118
-18   -6   0.00540732912644
-17   -6   0.00644146036385
-16   -6   0.00759701402758
-15   -6   0.00887071390993
-14   -6   0.0102548962964
-13   -6   0.0117371060309
-12   -6   0.0132998835424
-11   -6   0.0149207860691
-10   -6   0.0165726754018
-9   -6   0.0182242892587
-8   -6   0.0198410947444
-7   -6   0.0213864015612
-6   -6   0.0228226914251
-5   -6   0.0241131004268
-4   -6   0.0252229748352
-3   -6   0.0261214098539
-2   -6   0.0267826764926
-1   -6   0.0271874448131
0   -6   0.0273237224473
1   -6   0.0271874448131
2   -6   0.0267826764926
3   -6   0.0261214098539
4   -6   0.0252229748352
5   -6   0.0241131004268
6   -6   0.0228226914251
7   -6   0.0213864015612
8   -6   0.0198410947444
9   -6   0.0182242892587
10   -6   0.0165726754018
11   -6   0.0149207860691
12   -6   0.0132998835424
13   -6   0.0117371060309
14   -6   0.0102548962964
15   -6   0.00887071390993
16   -6   0.00759701402758
17   -6   0.00644146036385
18   -6   0.00540732912644
19   -6   0.00449405440118
-20   -5   0.0111089965382
-19   -5   0.0135008855418
-18   -5   0.0162445144419
-17   -5   0.0193512163697
-16   -5   0.0228226914251
-15   -5   0.0266490973364
-14   -5   0.0308074110328
-13   -5   0.0352602151576
-12   -5   0.0399550582607
-11   -5   0.0448245185593
-10   -5   0.0497870683679
-9   -5   0.0547487906015
-8   -5   0.0596059427089
-7   -5   0.0642483009445
-6   -5   0.0685631541543
-5   -5   0.0724397570343
-4   -5   0.0757740040228
-3   -5   0.0784730519807
-2   -5   0.0804596067495
-1   -5   0.0816755979853
0   -5   0.0820849986239
1   -5   0.0816755979853
2   -5   0.0804596067495
3   -5   0.0784730519807
4   -5   0.0757740040228
5   -5   0.0724397570343
6   -5   0.0685631541543
7   -5   0.0642483009445
8   -5   0.0596059427089
9   -5   0.0547487906015
10   -5   0.0497870683679
11   -5   0.0448245185593
12   -5   0.0399550582607
13   -5   0.0352602151576
14   -5   0.0308074110328
15   -5   0.0266490973364
16   -5   0.0228226914251
17   -5   0.0193512163697
18   -5   0.0162445144419
19   -5   0.0135008855418
-20   -4   0.0273237224473
-19   -4   0.033206820082
-18   -4   0.0399550582607
-17   -4   0.0475963119875
-16   -4   0.0561347628341
-15   -4   0.065546202718
-14   -4   0.0757740040228
-13   -4   0.0867261349017
-12   -4   0.0982735856044
-11   -4   0.110250525304
-10   -4   0.122456428253
-9   -4   0.134660295696
-8   -4   0.14660696213
-7   -4   0.15802532089
-6   -4   0.168638147269
-5   -4   0.178173051773
-4   -4   0.186373976039
-3   -4   0.193012562794
-2   -4   0.197898699084
-1   -4   0.20088955491
0   -4   0.201896517995
